confidence,precision,recall,f1
0.0,0.5325803649000869,0.9608150470219435,0.6852990497484629
0.001001001001001001,0.5325803649000869,0.9608150470219435,0.6852990497484629
0.002002002002002002,0.6044029435361282,0.9529780564263323,0.7396812243674442
0.003003003003003003,0.6411218916280632,0.9498432601880877,0.7655294109073287
0.004004004004004004,0.6630085471035145,0.9498432601880877,0.7809201032187708
0.005005005005005005,0.6813811554793611,0.9498432601880877,0.7935208570139325
0.006006006006006006,0.6910269578389124,0.9482758620689655,0.7994669150809045
0.007007007007007007,0.6967660822690884,0.9436041736140247,0.8016133929566371
0.008008008008008008,0.7071399060519721,0.9435736677115988,0.8084244357637569
0.009009009009009009,0.7129247429781365,0.9404388714733543,0.8110280580405999
0.01001001001001001,0.723079154620831,0.9404388714733543,0.8175586119185466
0.011011011011011011,0.7268275978608033,0.9373040752351097,0.8187554872997262
0.012012012012012012,0.7313761391736001,0.9357366771159875,0.8210307922836392
0.013013013013013013,0.7398042427088158,0.9357366771159875,0.8263146015688363
0.014014014014014014,0.7418682279043138,0.932601880877743,0.8263721174577889
0.015015015015015015,0.7452066655847756,0.932601880877743,0.8284391439443874
0.016016016016016016,0.7497789034224374,0.932601880877743,0.8312567786074443
0.017017017017017015,0.7537063421793392,0.9310344827586207,0.8330380365403373
0.018018018018018018,0.7561736971198272,0.9278996865203761,0.8332811899155902
0.01901901901901902,0.7592851134671661,0.9278996865203761,0.8351668634887818
0.02002002002002002,0.7630087852407704,0.9263322884012539,0.8367755749625685
0.02102102102102102,0.7671333119063738,0.9263322884012539,0.8392498273339308
0.022022022022022022,0.7709858269393961,0.9263322884012539,0.8415500417261109
0.023023023023023025,0.7733398718552423,0.9263322884012539,0.8429504347467718
0.024024024024024024,0.7774716429113255,0.9247648902821317,0.844745679621305
0.025025025025025023,0.7838548553477258,0.9247648902821317,0.8484994407407355
0.026026026026026026,0.7880788889553384,0.9247648902821317,0.8509680755624919
0.02702702702702703,0.7899744114176807,0.9247648902821317,0.8520719145775475
0.028028028028028028,0.7905174654332658,0.9247648902821317,0.8523877071919217
0.029029029029029027,0.7933954419393279,0.9247648902821317,0.8540579537961259
0.03003003003003003,0.7946460073377717,0.9247648902821317,0.8547819823709158
0.031031031031031032,0.7965684306649153,0.9247648902821317,0.8558929388304233
0.03203203203203203,0.8022924119813454,0.9231974921630094,0.8585090424969825
0.03303303303303303,0.8046655354581689,0.9231974921630094,0.8598658487272806
0.03403403403403403,0.8048565658501788,0.9231974921630094,0.859974906106955
0.035035035035035036,0.8050475962421888,0.9231974921630094,0.8600839393774634
0.036036036036036036,0.8052386266341988,0.9231974921630094,0.8601929485467993
0.037037037037037035,0.8054296570262087,0.9231974921630094,0.860301933622953
0.03803803803803804,0.8056206874182188,0.9231974921630094,0.8604108946139116
0.03903903903903904,0.8070178550300726,0.9231974921630094,0.8612070874335994
0.04004004004004004,0.8075293963304593,0.9231974921630094,0.8614982739294308
0.04104104104104104,0.8090352327280044,0.9230142659467839,0.8622745043174258
0.04204204204204204,0.8100049383620411,0.9216300940438872,0.8622197097518887
